102051 silly lifecycle isexe@2.0.0~preinstall: no script for preinstall, continuing
110451 silly install ms@2.1.2 /home/azureuser/compair/node_modules/.staging/ms-8e7cb0eb
110452 info lifecycle ms@2.1.2~install: ms@2.1.2
110453 silly lifecycle ms@2.1.2~install: no script for install, continuing
110454 silly install debug@3.2.6 /home/azureuser/compair/node_modules/.staging/debug-a9267d53
110455 info lifecycle debug@3.2.6~install: debug@3.2.6
110456 silly lifecycle debug@3.2.6~install: no script for install, continuing
110457 silly install tmp@0.0.30 /home/azureuser/compair/node_modules/.staging/tmp-e1635d7e
110458 info lifecycle tmp@0.0.30~install: tmp@0.0.30
110459 silly lifecycle tmp@0.0.30~install: no script for install, continuing
110460 silly install to-array@0.1.4 /home/azureuser/compair/node_modules/.staging/to-array-9297fd57
110461 info lifecycle to-array@0.1.4~install: to-array@0.1.4
110462 silly lifecycle to-array@0.1.4~install: no script for install, continuing
110463 silly install kind-of@3.2.2 /home/azureuser/compair/node_modules/.staging/kind-of-95ac343a
110464 info lifecycle kind-of@3.2.2~install: kind-of@3.2.2
110465 silly lifecycle kind-of@3.2.2~install: no script for install, continuing
110466 silly install to-object-path@0.3.0 /home/azureuser/compair/node_modules/.staging/to-object-path-c19843e7
110467 info lifecycle to-object-path@0.3.0~install: to-object-path@0.3.0
110468 silly lifecycle to-object-path@0.3.0~install: no script for install, continuing
110469 silly install set-value@0.4.3 /home/azureuser/compair/node_modules/.staging/set-value-fadf1634
110470 info lifecycle set-value@0.4.3~install: set-value@0.4.3
110471 silly lifecycle set-value@0.4.3~install: no script for install, continuing
110472 silly install union-value@0.2.4 /home/azureuser/compair/node_modules/.staging/union-value-5547e04d
110473 info lifecycle union-value@0.2.4~install: union-value@0.2.4
110474 silly lifecycle union-value@0.2.4~install: no script for install, continuing
110475 silly install group-array@0.3.3 /home/azureuser/compair/node_modules/.staging/group-array-d5c6a135
110476 info lifecycle group-array@0.3.3~install: group-array@0.3.3
110477 silly lifecycle group-array@0.3.3~install: no script for install, continuing
110478 silly install to-regex@3.0.2 /home/azureuser/compair/node_modules/.staging/to-regex-fee9606b
110479 info lifecycle to-regex@3.0.2~install: to-regex@3.0.2
110480 silly lifecycle to-regex@3.0.2~install: no script for install, continuing
110481 silly install to-regex-range@2.1.1 /home/azureuser/compair/node_modules/.staging/to-regex-range-864fd130
110482 info lifecycle to-regex-range@2.1.1~install: to-regex-range@2.1.1
110483 silly lifecycle to-regex-range@2.1.1~install: no script for install, continuing
110484 silly install fill-range@4.0.0 /home/azureuser/compair/node_modules/.staging/fill-range-ef11a0cc
110485 info lifecycle fill-range@4.0.0~install: fill-range@4.0.0
110486 silly lifecycle fill-range@4.0.0~install: no script for install, continuing
110487 silly install toidentifier@1.0.0 /home/azureuser/compair/node_modules/.staging/toidentifier-c502991b
110488 info lifecycle toidentifier@1.0.0~install: toidentifier@1.0.0
110489 silly lifecycle toidentifier@1.0.0~install: no script for install, continuing
110490 silly install http-errors@1.7.3 /home/azureuser/compair/node_modules/.staging/http-errors-98c633a3
110491 info lifecycle http-errors@1.7.3~install: http-errors@1.7.3
110492 silly lifecycle http-errors@1.7.3~install: no script for install, continuing
110493 silly install send@0.17.1 /home/azureuser/compair/node_modules/.staging/send-becabaa7
110494 info lifecycle send@0.17.1~install: send@0.17.1
110495 silly lifecycle send@0.17.1~install: no script for install, continuing
110496 silly install serve-static@1.14.1 /home/azureuser/compair/node_modules/.staging/serve-static-acae498c
110497 info lifecycle serve-static@1.14.1~install: serve-static@1.14.1
110498 silly lifecycle serve-static@1.14.1~install: no script for install, continuing
110499 silly install http-errors@1.7.2 /home/azureuser/compair/node_modules/.staging/http-errors-63833909
110500 info lifecycle http-errors@1.7.2~install: http-errors@1.7.2
110501 silly lifecycle http-errors@1.7.2~install: no script for install, continuing
110502 silly install toposort-class@0.3.1 /home/azureuser/compair/node_modules/.staging/toposort-class-2ca72515
110503 info lifecycle toposort-class@0.3.1~install: toposort-class@0.3.1
110504 silly lifecycle toposort-class@0.3.1~install: no script for install, continuing
110505 silly install punycode@1.4.1 /home/azureuser/compair/node_modules/.staging/punycode-b68c1f23
110506 info lifecycle punycode@1.4.1~install: punycode@1.4.1
110507 silly lifecycle punycode@1.4.1~install: no script for install, continuing
110508 silly install tough-cookie@2.4.3 /home/azureuser/compair/node_modules/.staging/tough-cookie-812ff2a3
110509 info lifecycle tough-cookie@2.4.3~install: tough-cookie@2.4.3
110510 silly lifecycle tough-cookie@2.4.3~install: no script for install, continuing
110511 silly install trim-newlines@1.0.0 /home/azureuser/compair/node_modules/.staging/trim-newlines-8121480d
110512 info lifecycle trim-newlines@1.0.0~install: trim-newlines@1.0.0
110513 silly lifecycle trim-newlines@1.0.0~install: no script for install, continuing
110514 silly install tunnel-agent@0.6.0 /home/azureuser/compair/node_modules/.staging/tunnel-agent-7be94612
110515 info lifecycle tunnel-agent@0.6.0~install: tunnel-agent@0.6.0
110516 silly lifecycle tunnel-agent@0.6.0~install: no script for install, continuing
110517 silly install tweetnacl@0.14.5 /home/azureuser/compair/node_modules/.staging/tweetnacl-e24e991c
110518 info lifecycle tweetnacl@0.14.5~install: tweetnacl@0.14.5
110519 silly lifecycle tweetnacl@0.14.5~install: no script for install, continuing
110520 silly install bcrypt-pbkdf@1.0.2 /home/azureuser/compair/node_modules/.staging/bcrypt-pbkdf-39af45e3
110521 info lifecycle bcrypt-pbkdf@1.0.2~install: bcrypt-pbkdf@1.0.2
110522 silly lifecycle bcrypt-pbkdf@1.0.2~install: no script for install, continuing
110523 silly install sshpk@1.16.1 /home/azureuser/compair/node_modules/.staging/sshpk-78803a4e
110524 info lifecycle sshpk@1.16.1~install: sshpk@1.16.1
110525 silly lifecycle sshpk@1.16.1~install: no script for install, continuing
110526 silly install type@1.0.1 /home/azureuser/compair/node_modules/.staging/type-c306fcec
110527 info lifecycle type@1.0.1~install: type@1.0.1
110528 silly lifecycle type@1.0.1~install: no script for install, continuing
110529 silly install d@1.0.1 /home/azureuser/compair/node_modules/.staging/d-0627a76b
110530 info lifecycle d@1.0.1~install: d@1.0.1
110531 silly lifecycle d@1.0.1~install: no script for install, continuing
110532 silly install es6-iterator@2.0.3 /home/azureuser/compair/node_modules/.staging/es6-iterator-609e5db5
110533 info lifecycle es6-iterator@2.0.3~install: es6-iterator@2.0.3
110534 silly lifecycle es6-iterator@2.0.3~install: no script for install, continuing
110535 silly install es5-ext@0.10.50 /home/azureuser/compair/node_modules/.staging/es5-ext-eee7bac4
110536 info lifecycle es5-ext@0.10.50~install: es5-ext@0.10.50
110537 silly lifecycle es5-ext@0.10.50~install: no script for install, continuing
110538 silly install es6-symbol@3.1.1 /home/azureuser/compair/node_modules/.staging/es6-symbol-b4a28036
110539 info lifecycle es6-symbol@3.1.1~install: es6-symbol@3.1.1
110540 silly lifecycle es6-symbol@3.1.1~install: no script for install, continuing
110541 silly install sver-compat@1.5.0 /home/azureuser/compair/node_modules/.staging/sver-compat-b18f554f
110542 info lifecycle sver-compat@1.5.0~install: sver-compat@1.5.0
110543 silly lifecycle sver-compat@1.5.0~install: no script for install, continuing
110544 silly install semver-greatest-satisfied-range@1.1.0 /home/azureuser/compair/node_modules/.staging/semver-greatest-satisfied-range-aa9ad856
110545 info lifecycle semver-greatest-satisfied-range@1.1.0~install: semver-greatest-satisfied-range@1.1.0
110546 silly lifecycle semver-greatest-satisfied-range@1.1.0~install: no script for install, continuing
110547 silly install es6-weak-map@2.0.3 /home/azureuser/compair/node_modules/.staging/es6-weak-map-9de8d543
110548 info lifecycle es6-weak-map@2.0.3~install: es6-weak-map@2.0.3
110549 silly lifecycle es6-weak-map@2.0.3~install: no script for install, continuing
110550 silly install last-run@1.1.1 /home/azureuser/compair/node_modules/.staging/last-run-948765dc
110551 info lifecycle last-run@1.1.1~install: last-run@1.1.1
110552 silly lifecycle last-run@1.1.1~install: no script for install, continuing
110553 silly install duration@0.2.2 /home/azureuser/compair/node_modules/.staging/duration-44e608a1
110554 info lifecycle duration@0.2.2~install: duration@0.2.2
110555 silly lifecycle duration@0.2.2~install: no script for install, continuing
110556 silly install type-detect@4.0.8 /home/azureuser/compair/node_modules/.staging/type-detect-ca6bccba
110557 info lifecycle type-detect@4.0.8~install: type-detect@4.0.8
110558 silly lifecycle type-detect@4.0.8~install: no script for install, continuing
110559 silly install deep-eql@3.0.1 /home/azureuser/compair/node_modules/.staging/deep-eql-d1885e3c
110560 info lifecycle deep-eql@3.0.1~install: deep-eql@3.0.1
110561 silly lifecycle deep-eql@3.0.1~install: no script for install, continuing
110562 silly install chai@4.1.2 /home/azureuser/compair/node_modules/.staging/chai-3e380f21
110563 info lifecycle chai@4.1.2~install: chai@4.1.2
110564 silly lifecycle chai@4.1.2~install: no script for install, continuing
110565 silly install type-is@1.6.18 /home/azureuser/compair/node_modules/.staging/type-is-eff5b931
110566 info lifecycle type-is@1.6.18~install: type-is@1.6.18
110567 silly lifecycle type-is@1.6.18~install: no script for install, continuing
110568 silly install typedarray@0.0.6 /home/azureuser/compair/node_modules/.staging/typedarray-912d0549
110569 info lifecycle typedarray@0.0.6~install: typedarray@0.0.6
110570 silly lifecycle typedarray@0.0.6~install: no script for install, continuing
110571 silly install camelcase@1.2.1 /home/azureuser/compair/node_modules/.staging/camelcase-85c93009
110572 info lifecycle camelcase@1.2.1~install: camelcase@1.2.1
110573 silly lifecycle camelcase@1.2.1~install: no script for install, continuing
110574 silly install uglify-to-browserify@1.0.2 /home/azureuser/compair/node_modules/.staging/uglify-to-browserify-4604e2b2
110575 info lifecycle uglify-to-browserify@1.0.2~install: uglify-to-browserify@1.0.2
110576 silly lifecycle uglify-to-browserify@1.0.2~install: no script for install, continuing
110577 silly install ultron@1.1.1 /home/azureuser/compair/node_modules/.staging/ultron-f5d29005
110578 info lifecycle ultron@1.1.1~install: ultron@1.1.1
110579 silly lifecycle ultron@1.1.1~install: no script for install, continuing
110580 silly install unc-path-regex@0.1.2 /home/azureuser/compair/node_modules/.staging/unc-path-regex-64566722
110581 info lifecycle unc-path-regex@0.1.2~install: unc-path-regex@0.1.2
110582 silly lifecycle unc-path-regex@0.1.2~install: no script for install, continuing
110583 silly install is-unc-path@1.0.0 /home/azureuser/compair/node_modules/.staging/is-unc-path-849e32c4
110584 info lifecycle is-unc-path@1.0.0~install: is-unc-path@1.0.0
110585 silly lifecycle is-unc-path@1.0.0~install: no script for install, continuing
110586 silly install is-relative@1.0.0 /home/azureuser/compair/node_modules/.staging/is-relative-a6c14d60
110587 info lifecycle is-relative@1.0.0~install: is-relative@1.0.0
110588 silly lifecycle is-relative@1.0.0~install: no script for install, continuing
110589 silly install is-absolute@1.0.0 /home/azureuser/compair/node_modules/.staging/is-absolute-0e00c782
110590 info lifecycle is-absolute@1.0.0~install: is-absolute@1.0.0
110591 silly lifecycle is-absolute@1.0.0~install: no script for install, continuing
110592 silly install to-absolute-glob@2.0.2 /home/azureuser/compair/node_modules/.staging/to-absolute-glob-fb87d3f3
110593 info lifecycle to-absolute-glob@2.0.2~install: to-absolute-glob@2.0.2
110594 silly lifecycle to-absolute-glob@2.0.2~install: no script for install, continuing
110595 silly install replace-homedir@1.0.0 /home/azureuser/compair/node_modules/.staging/replace-homedir-0d7ac70f
110596 info lifecycle replace-homedir@1.0.0~install: replace-homedir@1.0.0
110597 silly lifecycle replace-homedir@1.0.0~install: no script for install, continuing
110598 silly install parse-filepath@1.0.2 /home/azureuser/compair/node_modules/.staging/parse-filepath-94a4bcec
110599 info lifecycle parse-filepath@1.0.2~install: parse-filepath@1.0.2
110600 silly lifecycle parse-filepath@1.0.2~install: no script for install, continuing
110601 silly install fined@1.2.0 /home/azureuser/compair/node_modules/.staging/fined-3f5d8ad5
110602 info lifecycle fined@1.2.0~install: fined@1.2.0
110603 silly lifecycle fined@1.2.0~install: no script for install, continuing
110604 silly install undertaker-registry@1.0.1 /home/azureuser/compair/node_modules/.staging/undertaker-registry-fee24181
110605 info lifecycle undertaker-registry@1.0.1~install: undertaker-registry@1.0.1
110606 silly lifecycle undertaker-registry@1.0.1~install: no script for install, continuing
110607 silly install union-value@1.0.1 /home/azureuser/compair/node_modules/.staging/union-value-69ba1acf
110608 info lifecycle union-value@1.0.1~install: union-value@1.0.1
110609 silly lifecycle union-value@1.0.1~install: no script for install, continuing
110610 silly install universalify@0.1.2 /home/azureuser/compair/node_modules/.staging/universalify-053995c7
110611 info lifecycle universalify@0.1.2~install: universalify@0.1.2
110612 silly lifecycle universalify@0.1.2~install: no script for install, continuing
110613 silly install fs-extra@7.0.1 /home/azureuser/compair/node_modules/.staging/fs-extra-a0572328
110614 info lifecycle fs-extra@7.0.1~install: fs-extra@7.0.1
110615 silly lifecycle fs-extra@7.0.1~install: no script for install, continuing
110616 silly install streamroller@1.0.6 /home/azureuser/compair/node_modules/.staging/streamroller-b006cf6d
110617 info lifecycle streamroller@1.0.6~install: streamroller@1.0.6
110618 silly lifecycle streamroller@1.0.6~install: no script for install, continuing
